province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,3,Text here,3
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,3,Text here,3
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,2,Text here,2
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Insurance premiums rise,2,Text here,2
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Reduced water availability,2,Text here,2
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,2,Text here,2
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Poor animal nutrition,1,Text here,1
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,5,Text here,5
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,4,Text here,4
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Text here,4
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,4,Text here,4
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,3,Text here,3
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,7,Text here,7
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,7,Text here,7
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,5,Text here,5
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,5,Text here,5
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,4,Text here,4
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,4,Text here,4
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,3,Text here,3
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,High costs to reach markets,1,Text here,1
Punjab,Jhang,Sugarcane,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,1,Text here,1
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Farmers unable to repay loans,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Damage to nurseries/1.Input store,7,Text here,7
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Increase in the number of insurance claims,6,Text here,6
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Difficulty accessing loans (banks not ending),5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Increased price of 1.Inputs,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Reduced demand for service providers,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Reduced sales of 1.Inputs,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Poor quality seed,4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Reduced access to extension services,4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,"Unmet demand for service providers (labour, machinery)",3,Text here,3
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Excess demand for new/improved/tolerant varieties,2,Text here,2
Punjab,Jhang,Sugarcane,Riverine flooding,1.Input ,Increased demand for irrigation infrastructure materials,2,Text here,2
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Loss of alternative income sources,12,Text here,12
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Loss of on-farm income,11,Text here,11
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Cant work in the field,10,Text here,10
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Crops don't germinate,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,1.Inputs washed away/leeching,8,Text here,8
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Damage to irrigation system,7,Text here,7
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Erosion of topsoil,6,Text here,6
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Extra labour & costs in land preparation,6,Text here,6
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Crops/livestock die or are damaged causing low yields,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Insurance premiums rise,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Trouble accessing hired labour,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,More weeds,4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Need to use more 1.Inputs,4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,High incidence of pest and disease outbreaks,3,Text here,3
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Increased vaccination & deworming,1,Text here,1
Punjab,Jhang,Sugarcane,Riverine flooding,2. On-farm,Poor animal nutrition,1,Text here,1
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Processing delayed/disrupted,11,Text here,11
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Farm to market roads damaged,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Increase in transportation costs,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,8,Text here,8
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Damage to storage facilities,7,Text here,7
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Text here,7
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Increased storage costs,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Low quality produce for processing,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Text here,4
Punjab,Jhang,Sugarcane,Riverine flooding,"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Text here,1
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Increased buying prices for produce,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Lower quality produce/ doesn’t meet standards,9,Text here,9
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Farm to market roads damaged,8,Text here,8
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Low level of value addition,8,Text here,8
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Reduced access to market information,8,Text here,8
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,High costs to reach markets,7,Text here,7
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Products fetch low prices due to poor quality,6,Text here,6
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Unpredictability of supply,6,Text here,6
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Unable to fulfill orders,5,Text here,5
Punjab,Jhang,Sugarcane,Riverine flooding,4. Marketing,Unable to grow crops demanded by the market,5,Text here,5
Punjab,Jhang,Wheat,Heat stress,1.Input ,Farmers unable to repay loans,15,Text here,15
Punjab,Jhang,Wheat,Heat stress,1.Input ,Poor quality seed,15,Text here,15
Punjab,Jhang,Wheat,Heat stress,1.Input ,Increased price of 1.Inputs,14,Text here,14
Punjab,Jhang,Wheat,Heat stress,1.Input ,Excess demand for new/improved/tolerant varieties,12,Text here,12
Punjab,Jhang,Wheat,Heat stress,1.Input ,Damage to nurseries/1.Input store,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,1.Input ,Increase in the number of insurance claims,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,1.Input ,Difficulty accessing loans (banks not ending),10,Text here,10
Punjab,Jhang,Wheat,Heat stress,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",9,Text here,9
Punjab,Jhang,Wheat,Heat stress,1.Input ,Increased demand for irrigation infrastructure materials,6,Text here,6
Punjab,Jhang,Wheat,Heat stress,1.Input ,Reduced sales of 1.Inputs,6,Text here,6
Punjab,Jhang,Wheat,Heat stress,1.Input ,"Unmet demand for service providers (labour, machinery)",6,Text here,6
Punjab,Jhang,Wheat,Heat stress,1.Input ,Reduced demand for service providers,4,Text here,4
Punjab,Jhang,Wheat,Heat stress,1.Input ,Reduced access to extension services,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Loss of on-farm income,17,Text here,17
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Need to use more 1.Inputs,15,Text here,15
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Loss of alternative income sources,12,Text here,12
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Crops don't germinate,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Cant work in the field,10,Text here,10
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Extra labour & costs in land preparation,8,Text here,8
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Insurance premiums rise,8,Text here,8
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Reduced water availability,8,Text here,8
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,7,Text here,7
Punjab,Jhang,Wheat,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",7,Text here,7
Punjab,Jhang,Wheat,Heat stress,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",6,Text here,6
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Trouble accessing hired labour,6,Text here,6
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Animal breeding cycles impacted,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,2. On-farm,More weeds,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Poor animal nutrition,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Damage to irrigation system,2,Text here,2
Punjab,Jhang,Wheat,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Punjab,Jhang,Wheat,Heat stress,2. On-farm,1.Inputs washed away/leeching,2,Text here,2
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Erosion of topsoil,1,Text here,1
Punjab,Jhang,Wheat,Heat stress,2. On-farm,Increased vaccination & deworming,1,Text here,1
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,10,Text here,10
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,9,Text here,9
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,9,Text here,9
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,6,Text here,6
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Difficulty slaughtering,3,Text here,3
Punjab,Jhang,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Lower quality produce/ doesn’t meet standards,14,Text here,14
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Low level of value addition,12,Text here,12
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Increased buying prices for produce,11,Text here,11
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Unpredictability of supply,10,Text here,10
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Products fetch low prices due to poor quality,9,Text here,9
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Unable to grow crops demanded by the market,9,Text here,9
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Unable to fulfill orders,8,Text here,8
Punjab,Jhang,Wheat,Heat stress,4. Marketing,High costs to reach markets,5,Text here,5
Punjab,Jhang,Wheat,Heat stress,4. Marketing,Reduced access to market information,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Damage to nurseries/1.Input store,12,Text here,12
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Farmers unable to repay loans,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increase in the number of insurance claims,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increased price of 1.Inputs,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Poor quality seed,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Difficulty accessing loans (banks not ending),6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Excess demand for new/improved/tolerant varieties,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced access to extension services,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Unmet demand for service providers (labour, machinery)",5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced demand for service providers,2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced sales of 1.Inputs,1,Text here,1
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,15,Text here,15
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Need to use more 1.Inputs,11,Text here,11
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,7,Text here,7
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,7,Text here,7
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,More weeds,6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,High incidence of pest and disease outbreaks,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,4,Text here,4
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",4,Text here,4
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,4,Text here,4
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Insurance premiums rise,3,Text here,3
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,1.Inputs washed away/leeching,2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Poor animal nutrition,2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Damage to irrigation system,1,Text here,1
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Increased vaccination & deworming,1,Text here,1
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,12,Text here,12
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,10,Text here,10
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,9,Text here,9
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Need for more processing/ increased processing costs,6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Damage to storage facilities,3,Text here,3
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,3,Text here,3
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in transportation costs,2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,12,Text here,12
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,12,Text here,12
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,10,Text here,10
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,9,Text here,9
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,8,Text here,8
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,6,Text here,6
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,5,Text here,5
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,4,Text here,4
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,High costs to reach markets,2,Text here,2
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Farm to market roads damaged,1,Text here,1
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Farmers unable to repay loans,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Damage to nurseries/1.Input store,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Difficulty accessing loans (banks not ending),10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Increased price of 1.Inputs,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Reduced access to extension services,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Increase in the number of insurance claims,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Reduced sales of 1.Inputs,8,Text here,8
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Reduced demand for service providers,7,Text here,7
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Increased demand for irrigation infrastructure materials,6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Poor quality seed,6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,"Unmet demand for service providers (labour, machinery)",6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,1.Input ,Excess demand for new/improved/tolerant varieties,5,Text here,5
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Cant work in the field,15,Text here,15
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Loss of on-farm income,14,Text here,14
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Loss of alternative income sources,13,Text here,13
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Extra labour & costs in land preparation,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Erosion of topsoil,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,1.Inputs washed away/leeching,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Need to use more 1.Inputs,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,High incidence of pest and disease outbreaks,8,Text here,8
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Damage to irrigation system,7,Text here,7
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,More weeds,7,Text here,7
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Trouble accessing hired labour,7,Text here,7
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Crops don't germinate,6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Crops/livestock die or are damaged causing low yields,6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Insurance premiums rise,6,Text here,6
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Poor animal nutrition,3,Text here,3
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Increased vaccination & deworming,2,Text here,2
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Reduced water availability,1,Text here,1
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Processing delayed/disrupted,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Damage to storage facilities,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increase in post-harvest losses,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increase in transportation costs,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Farm to market roads damaged,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increased storage costs,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Low quality produce for processing,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Difficulty transporting live animals,3,Text here,3
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,High costs to reach markets,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Increased buying prices for produce,12,Text here,12
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Farm to market roads damaged,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Reduced access to market information,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unpredictability of supply,11,Text here,11
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unable to grow crops demanded by the market,10,Text here,10
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Lower quality produce/ doesn’t meet standards,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Products fetch low prices due to poor quality,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unable to fulfill orders,9,Text here,9
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Low level of value addition,8,Text here,8
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Damage to nurseries/1.Input store,3,Text here,3
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increased price of 1.Inputs,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Poor quality seed,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Farmers unable to repay loans,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increase in the number of insurance claims,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced access to extension services,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,4,Text here,4
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,4,Text here,4
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,2,Text here,2
