province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage,count,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,3,Moderate (10-30% loss in income),18.75,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in transportation costs,2,Moderate (10-30% loss in income),12.5,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn't meet standards,12,Moderate (10-30% loss in income),75,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,12,Moderate (10-30% loss in income),75,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,10,Moderate (10-30% loss in income),62.5,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,9,Moderate (10-30% loss in income),56.25,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,8,Moderate (10-30% loss in income),50,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,6,Moderate (10-30% loss in income),37.5,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,5,Moderate (10-30% loss in income),31.25,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,4,Moderate (10-30% loss in income),25,16,,,,,,,,,
Punjab,Jhang,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,High costs to reach markets,2,Moderate (10-30% loss in income),12.5,16,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Farmers unable to repay loans,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Difficulty accessing loans (banks not ending),10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Increased price of inputs,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Reduced access to extension services,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Reduced sales of inputs,8,Severe (>50% loss in income),53.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Reduced demand for service providers,7,Severe (>50% loss in income),46.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Increased demand for irrigation infrastructure materials,6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Poor quality seed,6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,"Unmet demand for service providers (labour, machinery)",6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,1. Input,Excess demand for new/improved/tolerant varieties,5,Severe (>50% loss in income),33.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Cant work in the field,15,Severe (>50% loss in income),100,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Loss of on-farm income,14,Severe (>50% loss in income),93.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Loss of alternative income sources,13,Severe (>50% loss in income),86.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Extra labour & costs in land preparation,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Erosion of topsoil,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,inputs washed away/leeching,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Need to use more inputs,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,High incidence of pest and disease outbreaks,8,Severe (>50% loss in income),53.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Damage to irrigation system,7,Severe (>50% loss in income),46.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,More weeds,7,Severe (>50% loss in income),46.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Trouble accessing hired labour,7,Severe (>50% loss in income),46.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Crops don't germinate,6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Crops/livestock die or are damaged causing low yields,6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Insurance premiums rise,6,Severe (>50% loss in income),40,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,2. On-farm,Reduced water availability,1,Severe (>50% loss in income),6.666666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Processing delayed/disrupted,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Damage to storage facilities,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increase in post-harvest losses,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increase in transportation costs,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Farm to market roads damaged,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Increased storage costs,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,"3. Harvesting, storage & processing",Low quality produce for processing,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,High costs to reach markets,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Increased buying prices for produce,12,Severe (>50% loss in income),80,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Farm to market roads damaged,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Reduced access to market information,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unpredictability of supply,11,Severe (>50% loss in income),73.33333333,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unable to grow crops demanded by the market,10,Severe (>50% loss in income),66.66666667,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Lower quality produce/ doesn't meet standards,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Products fetch low prices due to poor quality,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Unable to fulfill orders,9,Severe (>50% loss in income),60,15,,,,,,,,,
Punjab,Jhang,Wheat,Riverine flooding,4. Marketing,Low level of value addition,8,Severe (>50% loss in income),53.33333333,15,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Difficulty accessing loans (banks not ending),2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Farmers unable to repay loans,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Increased price of inputs,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Poor quality seed,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Excess demand for new/improved/tolerant varieties,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1. Input,Reduced access to extension services,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more inputs,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Trouble accessing hired labour,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn't meet standards,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,2,Major (30-50% loss in income),100,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,1,Major (30-50% loss in income),50,2,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Poor quality seed,17,Moderate (10-30% loss in income),94.44444444,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Increased price of inputs,13,Moderate (10-30% loss in income),72.22222222,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Excess demand for new/improved/tolerant varieties,10,Moderate (10-30% loss in income),55.55555556,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Farmers unable to repay loans,7,Moderate (10-30% loss in income),38.88888889,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Damage to nurseries/input store,3,Moderate (10-30% loss in income),16.66666667,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Difficulty accessing loans (banks not ending),2,Moderate (10-30% loss in income),11.11111111,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,1. Input,Reduced access to extension services,1,Moderate (10-30% loss in income),5.555555556,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Loss of on-farm income,17,Moderate (10-30% loss in income),94.44444444,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Loss of alternative income sources,15,Moderate (10-30% loss in income),83.33333333,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Need to use more inputs,13,Moderate (10-30% loss in income),72.22222222,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Crops don't germinate,11,Moderate (10-30% loss in income),61.11111111,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,6,Moderate (10-30% loss in income),33.33333333,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,5,Moderate (10-30% loss in income),27.77777778,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Cant work in the field,2,Moderate (10-30% loss in income),11.11111111,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Extra labour & costs in land preparation,2,Moderate (10-30% loss in income),11.11111111,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Trouble accessing hired labour,2,Moderate (10-30% loss in income),11.11111111,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Moderate (10-30% loss in income),5.555555556,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Reduced water availability,1,Moderate (10-30% loss in income),5.555555556,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,17,Moderate (10-30% loss in income),94.44444444,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,16,Moderate (10-30% loss in income),88.88888889,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,15,Moderate (10-30% loss in income),83.33333333,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,15,Moderate (10-30% loss in income),83.33333333,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,4,Moderate (10-30% loss in income),22.22222222,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Lower quality produce/ doesn't meet standards,17,Moderate (10-30% loss in income),94.44444444,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Low level of value addition,16,Moderate (10-30% loss in income),88.88888889,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Products fetch low prices due to poor quality,16,Moderate (10-30% loss in income),88.88888889,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unpredictability of supply,12,Moderate (10-30% loss in income),66.66666667,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unable to grow crops demanded by the market,9,Moderate (10-30% loss in income),50,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unable to fulfill orders,7,Moderate (10-30% loss in income),38.88888889,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Increased buying prices for produce,3,Moderate (10-30% loss in income),16.66666667,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Reduced access to market information,1,Moderate (10-30% loss in income),5.555555556,18,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Increased price of inputs,17,Moderate (10-30% loss in income),89.47368421,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Poor quality seed,17,Moderate (10-30% loss in income),89.47368421,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Farmers unable to repay loans,10,Moderate (10-30% loss in income),52.63157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Excess demand for new/improved/tolerant varieties,8,Moderate (10-30% loss in income),42.10526316,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Damage to nurseries/input store,6,Moderate (10-30% loss in income),31.57894737,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",3,Moderate (10-30% loss in income),15.78947368,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,"Unmet demand for service providers (labour, machinery)",3,Moderate (10-30% loss in income),15.78947368,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Difficulty accessing loans (banks not ending),2,Moderate (10-30% loss in income),10.52631579,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Increase in the number of insurance claims,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Reduced access to extension services,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Reduced sales of inputs,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,19,Moderate (10-30% loss in income),100,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Need to use more inputs,18,Moderate (10-30% loss in income),94.73684211,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,15,Moderate (10-30% loss in income),78.94736842,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,11,Moderate (10-30% loss in income),57.89473684,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,6,Moderate (10-30% loss in income),31.57894737,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",3,Moderate (10-30% loss in income),15.78947368,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Moderate (10-30% loss in income),10.52631579,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,inputs washed away/leeching,2,Moderate (10-30% loss in income),10.52631579,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,2,Moderate (10-30% loss in income),10.52631579,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Damage to irrigation system,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Insurance premiums rise,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,More weeds,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,18,Moderate (10-30% loss in income),94.73684211,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,18,Moderate (10-30% loss in income),94.73684211,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,17,Moderate (10-30% loss in income),89.47368421,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Need for more processing/ increased processing costs,15,Moderate (10-30% loss in income),78.94736842,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,7,Moderate (10-30% loss in income),36.84210526,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,2,Moderate (10-30% loss in income),10.52631579,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty slaughtering,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn't meet standards,19,Moderate (10-30% loss in income),100,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,18,Moderate (10-30% loss in income),94.73684211,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,18,Moderate (10-30% loss in income),94.73684211,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,12,Moderate (10-30% loss in income),63.15789474,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,8,Moderate (10-30% loss in income),42.10526316,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,7,Moderate (10-30% loss in income),36.84210526,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,5,Moderate (10-30% loss in income),26.31578947,19,,,,,,,,,
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,1,Moderate (10-30% loss in income),5.263157895,19,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1. Input,Damage to nurseries/input store,4,Moderate (10-30% loss in income),100,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1. Input,Increased price of inputs,4,Moderate (10-30% loss in income),100,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1. Input,Excess demand for new/improved/tolerant varieties,2,Moderate (10-30% loss in income),50,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1. Input,Poor quality seed,2,Moderate (10-30% loss in income),50,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1. Input,Farmers unable to repay loans,1,Moderate (10-30% loss in income),25,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,4,Moderate (10-30% loss in income),100,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,4,Moderate (10-30% loss in income),100,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more inputs,4,Moderate (10-30% loss in income),100,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,2,Moderate (10-30% loss in income),50,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,1,Moderate (10-30% loss in income),25,4,,,,,,,,,
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,inputs washed away/leeching,1,Moderate (10-30% loss in income),25,4,,,,,,,,,
