province,district,crop,csa,adoption,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,productivity,adaptation,mitigation,hazard,hazard_1,hazard_2,hazard_3,barrier_1,b1_exp,barrier_2,b2_exp,name,contact,source,Ranking,Order,CSA Category
KP,Kurram,Wheat,Community based seed quality management,Adopted > 30%,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,Kurram,Wheat,Intergrated Soil Fertility Management (ISFM),Adopted > 30%,Soil & Nutrient,Yield Income,Carbon,,,,"Increases in yield. Reduces cost of production and hence increases profit from agriculture.
The integrated application of soil-water conservantion and imporved fertiliser application has been found to increase crop yields in the rainfed areas of Punjab","Improves soil health by increasing organic
matter content and biological activities.
ISFM can play a major role in improving farm output from degraded lands","Reduces requirements of synthetic
fertilizers use, thereby related GHG
emissions during its production and use.
Conserves Soil Organic Matter (SOM).",salinization,Heavy rains,Drought,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,2,2,Intergrated Soil Fertility Management (ISFM)
KP,Kurram,Wheat,Laser land levelling,Want to Adopt,Water,Carbon,Yield Income,Soil & Nutrient,Plant Animal health,,"Improve yields by 12-20% [3, 5]
Increases yields and germination rates [2]
","30-50% reduction in the use of irrigation water [4, 5]
Reducing water requirement in drought prone areas 
Reduces water logging and salinity by upto 42% [4]
","Reduce energy use by 31% [3]
Improved fertiliser use efficiency 15-35% [4]
",Drought,salinization,,,Economic,Higher costs for production,Market,Not enough service providers,Nam Nguyen,,link,3,3,Laser land levelling
KP,Kurram,Wheat,Composting (Farm Yard Manure),Want to Adopt,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Composting
KP,Kurram,Wheat,"Crop Rotation (Potato, peas,Canola)",Want to Adopt,Soil & Nutrient,Biodiversity,Plant Animal health,Yield Income,Carbon,Water,Crop rotation increases total production and productivity per unit area of land. Harvests of multiple crops from this system increase farmer’s income and food security.,This practice reduces the risk of total crop failure due to diversification of crops under climatic shocks. Improves soil fertility. Rotating crops maintains soil fertility and minimizes the incidence of pests and diseases.,"The practice of crop rotation helps to protect soil structure, increases soil organic matter and organic carbon reserves. Leguminous species integration reduces the need of synthetic fertilizers. When combined with nitrogen fixation species (leguminous) reduces the use of nitrogen-based synthetic fertilizers.",Pest & Disease,Drought,High temps,Flooding,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Crop Rotation
KP,Kurram,Wheat,Ridge sowing / Raised bed planting,Adopted > 30%,Water,Yield Income,Plant Animal health,Soil & Nutrient,,,"Increased crop productivity by 20-30% [3]
Increased net profits of 22% compared to conventional production [4]
Decreases cost of digging tubewells by 40% [2, 3]
20-25% less seed required [3]","Water saving up to 30-50% [1,2]
Reduced water stress
Reduced crop lodging 
Better drainige during heavy rains","Higher nutrient use efficiency, reducing fertilizer requirement",Drought,Heavy rains,Pest & Disease,,Training & Info,Farmers lack information on the benefits,Labour,Labour intensive,Nam Nguyen,,link,6,6,Ridge sowing/ Raised bed planting
KP,Kurram,Wheat,Seasonal-adapted planting times (e.g. use of cropping calendars) (October-November),Want to Adopt,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,7,7,Season-adapted planting times (e.g. use of cropping calendars)
KP,Kurram,Wheat,Zero-till (Drill),Want to Adopt,Yield Income,Water,Soil & Nutrient,Carbon,,,"Yield gains, cost savings on labour and machinery up to 34% [1]
More than 30.00% saving of irrigation and saving of complete land preparation costs have been reported also, the sowing of wheat after rice under Zero-Tillage, when compared to conventional method, gave 20.20% more grain yield with a reduced cost of land preparation and a net benefit of 77.00% [2]",Reduced water usage [1] crop residues are left on the soil surface which adds to soil organic matter content [2] and avoids late planting and mitigates the effects of poor land preparation,Reduce GHG due to no crop residue burning [1],Drought,,,,Environmental,Saline and poorly drained with hard pan soils are not suitable for zero-till,,,Nam Nguyen,,link,8,8,Zero-till (Drill)
KP,N. Waziristan,Maiz,Community based seed quality management,Want to Adopt,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,N. Waziristan,Maiz,Laser land levelling,Want to Adopt ,Water,Carbon,Yield Income,Soil & Nutrient,Plant Animal health,,"Improve yields by 12-20% [3, 5]
Increases yields and germination rates [2]
","30-50% reduction in the use of irrigation water [4, 5]
Reducing water requirement in drought prone areas 
Reduces water logging and salinity by upto 42% [4]
","Reduce energy use by 31% [3]
Improved fertiliser use efficiency 15-35% [4]
",Drought,salinization,,,Economic,Higher costs for production,Market,Not enough service providers,Nam Nguyen,,link,2,2,Laser land levelling
KP,N. Waziristan,Maiz,"Irrigation practices (Drip, Sprinkler, Regulated deficit)",Want to Adopt ,Water,Carbon,Plant Animal health,Yield Income,,,"Plants receive exact water requirement,
improving productivity and quality. 
Improves or maintains yield per unit of
water","Improved water use efficiency, reducing
requirement in times of drought.
In combination with standardized irrigation
designs/schemes leads to water use
efficiency reducing the water demand in
drought prone areas. Minimizes erosion.","Reduced pumping costs due to precision
application
Reduces energy requirements for irrigation
hence associated GHG emissions per unit
of produce.",Drought,Pest & Disease,,,Economic,Higher costs for production,,,Nam Nguyen,,link,3,3,"Irrigation practices (Drip, Sprinkler, Regulated deficit)"
KP,N. Waziristan,Maiz,Crop Rotation,Want to Adopt ,Soil & Nutrient,Biodiversity,Plant Animal health,Yield Income,Carbon,Water,Crop rotation increases total production and productivity per unit area of land. Harvests of multiple crops from this system increase farmer’s income and food security.,This practice reduces the risk of total crop failure due to diversification of crops under climatic shocks. Improves soil fertility. Rotating crops maintains soil fertility and minimizes the incidence of pests and diseases.,"The practice of crop rotation helps to protect soil structure, increases soil organic matter and organic carbon reserves. Leguminous species integration reduces the need of synthetic fertilizers. When combined with nitrogen fixation species (leguminous) reduces the use of nitrogen-based synthetic fertilizers.",Pest & Disease,Drought,High temps,Flooding,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Crop Rotation
KP,N. Waziristan,Maiz,"Seasonal-adapted planting times (e.g. use of cropping calendars) (March-April, July-August)",Want to Adopt ,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,5,5,Season-adapted planting times (e.g. use of cropping calendars)
KP,N. Waziristan,Maiz,Ridge sowing / Raised bed planting,Want to Adopt ,Water,Yield Income,Plant Animal health,Soil & Nutrient,,,"Increased crop productivity by 20-30% [3]
Increased net profits of 22% compared to conventional production [4]
Decreases cost of digging tubewells by 40% [2, 3]
20-25% less seed required [3]","Water saving up to 30-50% [1,2]
Reduced water stress
Reduced crop lodging 
Better drainige during heavy rains","Higher nutrient use efficiency, reducing fertilizer requirement",Drought,Heavy rains,Pest & Disease,,Training & Info,Farmers lack information on the benefits,Labour,Labour intensive,Nam Nguyen,,link,6,6,Ridge sowing/ Raised bed planting
KP,N. Waziristan,Maiz,Composting (Farm Yard Manure),Want to Adopt,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,7,7,Composting
KP,N. Waziristan,Vegetables,Community based seed quality management,Want to Adopt ,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,N. Waziristan,Vegetables,Ridge sowing / Raised bed planting,Want to Adopt ,Water,Yield Income,Plant Animal health,Soil & Nutrient,,,"Increased crop productivity by 20-30% [3]
Increased net profits of 22% compared to conventional production [4]
Decreases cost of digging tubewells by 40% [2, 3]
20-25% less seed required [3]","Water saving up to 30-50% [1,2]
Reduced water stress
Reduced crop lodging 
Better drainige during heavy rains","Higher nutrient use efficiency, reducing fertilizer requirement",Drought,Heavy rains,Pest & Disease,,Training & Info,Farmers lack information on the benefits,Labour,Labour intensive,Nam Nguyen,,link,2,2,Ridge sowing/ Raised bed planting
KP,N. Waziristan,Vegetables,Organic farming,Want to Adopt ,Yield Income,Water,Biodiversity,Plant Animal health,Soil & Nutrient,Carbon,"Decreased input costs. Higher farm incomes are thus
possible due to lower input costs and higher sale prices.The average per month income associated with
organic farmers is signifiCannotly higher than conventional
households (PKR 34,033 and 30,170 respectively). 
","enhance soil fertility, soils are improved by
developing drainage system as well as the use of organic material","minimizing the pollution and wastage of resources, such as fertiliser",Pest & Disease,Drought,,,Policy & Inst,Limited institutional support and subsidies for organic agriculture,Market,Markets not well developed for organic produce,Nam Nguyen,,link,3,3,Organic farming
KP,N. Waziristan,Vegetables,Composting,Adopted > 60%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,6,6,Composting
KP,N. Waziristan,Vegetables,Intergrated Soil Fertility Management (ISFM),Want to adopt,Soil & Nutrient,Yield Income,Carbon,,,,"Increases in yield. Reduces cost of production and hence increases profit from agriculture.
The integrated application of soil-water conservantion and imporved fertiliser application has been found to increase crop yields in the rainfed areas of Punjab","Improves soil health by increasing organic
matter content and biological activities.
ISFM can play a major role in improving farm output from degraded lands","Reduces requirements of synthetic
fertilizers use, thereby related GHG
emissions during its production and use.
Conserves Soil Organic Matter (SOM).",salinization,Heavy rains,Drought,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Intergrated Soil Fertility Management (ISFM)
KP,N. Waziristan,Vegetables,Seasonal-adapted planting times (e.g. use of cropping calendars),Want to adopt ,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,5,5,Season-adapted planting times (e.g. use of cropping calendars)
KP,N. Waziristan,Vegetables,Fruit and Veg kitchen garden,Adopted < 30%,Yield Income,,,,,,source of additional income,play a pivotal role to alleviating problems of hunger and malnutrition. decreases people’s fiscal expenditures and bring self-sufficiency in vegetables production,,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,8,8,Fruit and Vegetable Kitchen Garden
KP,N. Waziristan,Vegetables,"Irrigation practices (Drip, Sprinkler, Regulated deficit)",Want to adopt ,Water,Carbon,Plant Animal health,Yield Income,,,"Plants receive exact water requirement,
improving productivity and quality. 
Improves or maintains yield per unit of
water","Improved water use efficiency, reducing
requirement in times of drought.
In combination with standardized irrigation
designs/schemes leads to water use
efficiency reducing the water demand in
drought prone areas. Minimizes erosion.","Reduced pumping costs due to precision
application
Reduces energy requirements for irrigation
hence associated GHG emissions per unit
of produce.",Drought,Pest & Disease,,,Economic,Higher costs for production,,,Nam Nguyen,,link,7,7,"Irrigation practices (Drip, Sprinkler, Regulated deficit)"
KP,N. Waziristan,Vegetables,Intercropping (Peas),Want to adopt ,Soil & Nutrient,Water,Yield Income,Biodiversity,Plant Animal health,Carbon,"Enhanced nutrient use efficiency [1]
Integration of legumes into system can improve nutrient availability [1]","Better water use efficiency [1]
Diversifies income sources [1]
Can reduce risld from pest and disease [1]","Intercropping with legume species can increase Nitrogen Fixation, reducing the need for fertiliser.",Drought,Pest & Disease,,,Training & Info,Farmers lack information on the benefits,,,Nam Nguyen,,link,9,8,Intercropping
KP,N. Waziristan,Wheat,Community based seed quality management,Adopted 30-60%,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,N. Waziristan,Wheat,Intergrated Soil Fertility Management (ISFM),Adopted < 30%,Soil & Nutrient,Yield Income,Carbon,,,,"Increases in yield. Reduces cost of production and hence increases profit from agriculture.
The integrated application of soil-water conservantion and imporved fertiliser application has been found to increase crop yields in the rainfed areas of Punjab","Improves soil health by increasing organic
matter content and biological activities.
ISFM can play a major role in improving farm output from degraded lands","Reduces requirements of synthetic
fertilizers use, thereby related GHG
emissions during its production and use.
Conserves Soil Organic Matter (SOM).",salinization,Heavy rains,Drought,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,2,2,Intergrated Soil Fertility Management (ISFM)
KP,N. Waziristan,Wheat,Laser land levelling,Want to adopt ,Water,Carbon,Yield Income,Soil & Nutrient,Plant Animal health,,"Improve yields by 12-20% [3, 5]
Increases yields and germination rates [2]
","30-50% reduction in the use of irrigation water [4, 5]
Reducing water requirement in drought prone areas 
Reduces water logging and salinity by upto 42% [4]
","Reduce energy use by 31% [3]
Improved fertiliser use efficiency 15-35% [4]
",Drought,salinization,,,Economic,Higher costs for production,Market,Not enough service providers,Nam Nguyen,,link,3,3,Laser land levelling
KP,N. Waziristan,Wheat,Composting (Farm Yard Manure),Want to adopt ,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Composting
KP,N. Waziristan,Wheat,"Crop Rotation (Potato, peas)",Want to adopt ,Soil & Nutrient,Biodiversity,Plant Animal health,Yield Income,Carbon,Water,Crop rotation increases total production and productivity per unit area of land. Harvests of multiple crops from this system increase farmer’s income and food security.,This practice reduces the risk of total crop failure due to diversification of crops under climatic shocks. Improves soil fertility. Rotating crops maintains soil fertility and minimizes the incidence of pests and diseases.,"The practice of crop rotation helps to protect soil structure, increases soil organic matter and organic carbon reserves. Leguminous species integration reduces the need of synthetic fertilizers. When combined with nitrogen fixation species (leguminous) reduces the use of nitrogen-based synthetic fertilizers.",Pest & Disease,Drought,High temps,Flooding,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Crop Rotation
KP,N. Waziristan,Wheat,Seasonal-adapted planting times (e.g. use of cropping calendars),Adopted 30%-60%,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,6,6,Season-adapted planting times (e.g. use of cropping calendars)
KP,Orakzai,Livestock/Fodder,Community based seed quality management (Fodder),Adopted 30%,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,2,2,Community based seed quality management
KP,Orakzai,Livestock/Fodder,Improved breeds,Adopted 30%,Crop & Livestock Suitability,Plant Animal health,Yield Income,Carbon,,,"Reduced losses in times of drought or
extreme heat increase productivity.","Livestock breeds selected to be resilient to
extreme conditions","Varieties which produce fewer methane
emissions can be selected",High temps,Pest & Disease,,,Policy & Inst,Institutions lack resources to drive tangible breed improvement and improved utilization,Market,Lack of available improved breeds,Nam Nguyen,,link,1,1,Improved breeds
KP,Orakzai,Livestock/Fodder,Composting (Farm Yard Manure),Adopted 30%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Composting
KP,Orakzai,Livestock/Fodder,"Crop diversification (Use of Barseem, Lucerne, Oats, Sorghum, Millet, Maize, Sadabahar and Rhodegrass)",Adopted 30%,Yield Income,Crop & Livestock Suitability,Soil & Nutrient,Plant Animal health,Biodiversity,,"yield stability in crop production, efficient use of labor and resources, high returns to
labo","spread production and income risk over a wider range of crops, thus reducing livelihood vulnerability to weather or market shocks.
produce agronomic benefits in terms of pest management and soil quality",,Drought,Flooding,Pest & Disease,,Training & Info,Farmers lack training for the practice,Market,Inadequate supply of seeds and plants of improved cultivars,Nam Nguyen,,link,7,7,Crop diversification
KP,Orakzai,Livestock/Fodder,Composting,Want to adopt,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,6,6,Composting
KP,Orakzai,Livestock/Fodder,Early maturing varieties,Want to adopt,Crop & Livestock Suitability,Yield Income,Plant Animal health,Carbon,,,"Promotes high yields per unit area hence
an increase in income and profit due to
reduced production costs","reducing the vulnerability of farmers to extreme events.
reduce harvest and post?harvest loses and increases the food security
Optimizes the use of available soil moisture contributing to avoid crop loss. Increases water use efficiency.","Provides moderate reduction in GHG
emissions per unit of food produced.",Drought,Flooding,Pest & Disease,,Market,Lack of available improved varieties. Seed supply does not meet demand.,,,Nam Nguyen,,link,5,5,Early maturing varieties
KP,Orakzai,Livestock/Fodder,Improved varieties ,Adopted < 30%,Crop & Livestock Suitability,Plant Animal health,Yield Income,Water,Carbon,,"High yielding, resilient varieties reduce
losses and increase productivity.","Improved varieties reduce losses under
adverse climatic conditions along with pest
and disease outbreaks.","Reduced requirement for pesticide and
fungicide use reduces emissions and
associated environmental degradation.",Drought,Flooding,Pest & Disease,,Market,Lack of available improved varieties. Seed supply does not meet demand.,,,Nam Nguyen,,link,3,3,Improved varieties
KP,Orakzai,Livestock/Fodder,Controlled sheds,Want to adopt,Plant Animal health,Yield Income,Crop & Livestock Suitability,Carbon,,,"Faster growth and higher feed conversion ratio due to proper housing. Shortens ready-to-market date, compared to convetional farms
For poultry farming, it is estimated Net revenue was PKR 10.269 per broiler for open shed and PKR 72.502 per broiler for Environmentally Controlled shed. Mortality decreased to 2 to 3 percent in controlled environment farm as compared to 10 percent in conventional farm.","Reduces exposure to adverse climatic conditions, reducing animal’s stresses.
Reduces the incidences of diseases","Allows better manure management, thereby reducing the related GHG emissions.",High temps,Pest & Disease,Heavy rains,,Economic,Higher costs for production,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,8,8,Controlled shed
KP,Orakzai,Maiz,Laser land levelling,Want to adopt,Water,Carbon,Yield Income,Soil & Nutrient,Plant Animal health,,"Improve yields by 12-20% [3, 5]
Increases yields and germination rates [2]
","30-50% reduction in the use of irrigation water [4, 5]
Reducing water requirement in drought prone areas 
Reduces water logging and salinity by upto 42% [4]
","Reduce energy use by 31% [3]
Improved fertiliser use efficiency 15-35% [4]
",Drought,salinization,,,Economic,Higher costs for production,Market,Not enough service providers,Nam Nguyen,,link,2,2,Laser land levelling
KP,Orakzai,Maiz,Community based seed quality management,Want to adopt,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,Orakzai,Maiz,Crop Rotation ,Want to adopt,Soil & Nutrient,Biodiversity,Plant Animal health,Yield Income,Carbon,Water,Crop rotation increases total production and productivity per unit area of land. Harvests of multiple crops from this system increase farmer’s income and food security.,This practice reduces the risk of total crop failure due to diversification of crops under climatic shocks. Improves soil fertility. Rotating crops maintains soil fertility and minimizes the incidence of pests and diseases.,"The practice of crop rotation helps to protect soil structure, increases soil organic matter and organic carbon reserves. Leguminous species integration reduces the need of synthetic fertilizers. When combined with nitrogen fixation species (leguminous) reduces the use of nitrogen-based synthetic fertilizers.",Pest & Disease,Drought,High temps,Flooding,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,3,3,Crop Rotation
KP,Orakzai,Maiz,Ridge sowing / Raised bed planting,Adopted 30%,Water,Yield Income,Plant Animal health,Soil & Nutrient,,,"Increased crop productivity by 20-30% [3]
Increased net profits of 22% compared to conventional production [4]
Decreases cost of digging tubewells by 40% [2, 3]
20-25% less seed required [3]","Water saving up to 30-50% [1,2]
Reduced water stress
Reduced crop lodging 
Better drainige during heavy rains","Higher nutrient use efficiency, reducing fertilizer requirement",Drought,Heavy rains,Pest & Disease,,Training & Info,Farmers lack information on the benefits,Labour,Labour intensive,Nam Nguyen,,link,4,4,Ridge sowing/ Raised bed planting
KP,Orakzai,Maiz,"Seasonal-adapted planting times (e.g. use of cropping calendars)   (Feb-March, July-August)",Adopted ,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,6,6,Season-adapted planting times (e.g. use of cropping calendars)
KP,Orakzai,Maiz,Composting (Farm Yard Manure),Adopted 30%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Composting
KP,Orakzai,Maiz,"Irrigation practices (Drip, Sprinkler, Regulated deficit)",Want to adopt,Water,Carbon,Plant Animal health,Yield Income,,,"Plants receive exact water requirement,
improving productivity and quality. 
Improves or maintains yield per unit of
water","Improved water use efficiency, reducing
requirement in times of drought.
In combination with standardized irrigation
designs/schemes leads to water use
efficiency reducing the water demand in
drought prone areas. Minimizes erosion.","Reduced pumping costs due to precision
application
Reduces energy requirements for irrigation
hence associated GHG emissions per unit
of produce.",Drought,Pest & Disease,,,Economic,Higher costs for production,,,Nam Nguyen,,link,7,7,"Irrigation practices (Drip, Sprinkler, Regulated deficit)"
KP,Orakzai,Poultry/Livestock,Backyard livestock (Small animals),Adopted 30%,Yield Income,Soil & Nutrient,Carbon,,,,"Net income of 15,030 PKR/Year with three animals [1]
Healthy goats can yield 1-3 liters of milk a day [1]",,Manure can be used as a source of organic fertiliser,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,3,3,Backyard livestock (Small animals)
KP,Orakzai,Poultry/Livestock,Green fodder,Adopted 30-60%,Plant Animal health,Yield Income,Crop & Livestock Suitability,,,,"Reduce dependance on the purchasing feeds to meet cattle needs, lowering costs. 
Enhance meat quality through ensured nutrition for livestock
",Increase farm self-sufficiency to provide feeding to cattle. Ensure animal health and nutrition.,,,,,,Market,Farmers cannot access quality fodder seeds,,,Nam Nguyen,,link,2,2,Green fodder
KP,Orakzai,Poultry/Livestock,"Improved breeds   (Good Breeds having more offspring, and high yielding capacities)",Adopted 30%,Crop & Livestock Suitability,Plant Animal health,Yield Income,Carbon,,,"Reduced losses in times of drought or
extreme heat increase productivity.","Livestock breeds selected to be resilient to
extreme conditions","Varieties which produce fewer methane
emissions can be selected",High temps,Pest & Disease,,,Policy & Inst,Institutions lack resources to drive tangible breed improvement and improved utilization,Market,Lack of available improved breeds,Nam Nguyen,,link,1,1,Improved breeds
