Province,District,Village,Crop_livestock,Coverage,Month,Value,Management Practices,Comments
Punjab,Jhang,Lawana,Sugarcane,NA,Oct,Growing,,
Punjab,Jhang,Lawana,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Jhang,Lawana,Sugarcane,NA,Dec,Harvesting,Harvesting,
Punjab,Jhang,Lawana,Fodder,NA,Jan,Planting,Land preparation,
Punjab,Jhang,Lawana,Fodder,NA,Feb,Growing,,
Punjab,Jhang,Lawana,Fodder,NA,Mar,Growing,,
Punjab,Jhang,Lawana,Fodder,NA,Apr,Growing,,
Punjab,Jhang,Lawana,Fodder,NA,May,Growing/ Harvesting,"Pest management, Irrigation and First cutting",
Punjab,Jhang,Lawana,Fodder,NA,Jun,Growing,Irrigation,
Punjab,Jhang,Lawana,Fodder,NA,Jul,Growing/ Harvesting,Irrigation and Second cutting,
Punjab,Jhang,Lawana,Fodder,NA,Aug,Growing/ Harvesting,Irrigation and Third cutting,
Punjab,Jhang,Lawana,Fodder,NA,Sep,Planting,Land preparation,
Punjab,Jhang,Lawana,Fodder,NA,Oct,,,
Punjab,Jhang,Lawana,Fodder,NA,Nov,,,
Punjab,Jhang,Lawana,Fodder,NA,Dec,,,
Punjab,Jhang,Lawana,Maize,NA,Jan,,,
Punjab,Jhang,Lawana,Maize,NA,Feb,Planting,Land Preparation,
Punjab,Jhang,Lawana,Maize,NA,Mar,Growing,Weed and Pest management,
Punjab,Jhang,Lawana,Maize,NA,Apr,Harvesting,Harvesting,
Punjab,Jhang,Lawana,Maize,NA,May,Harvesting,Harvesting,
Punjab,Jhang,Lawana,Maize,NA,Jun,,,
Punjab,Jhang,Lawana,Maize,NA,Jul,,,
Punjab,Jhang,Lawana,Maize,NA,Aug,,,
Punjab,Jhang,Lawana,Maize,NA,Sep,Planting,"Land preparation, Planting and Pest management",
Punjab,Jhang,Lawana,Maize,NA,Oct,Growing,Pest and Weed management,
Punjab,Jhang,Lawana,Maize,NA,Nov,Growing,Pest and Weed management,
Punjab,Jhang,Lawana,Maize,NA,Dec,Harvesting,Harvesting,
Punjab,Jhang,Bindi Clan,Wheat,NA,Jan,Growing,Weed management,
Punjab,Jhang,Bindi Clan,Wheat,NA,Feb,Growing,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Mar,Growing,Weed and Pest management,"Need to reveiw this, quite similar as the other two CSVs below"
Punjab,Jhang,Bindi Clan,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Jhang,Bindi Clan,Wheat,NA,May,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Jun,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Jul,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Aug,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Sep,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Oct,,,
Punjab,Jhang,Bindi Clan,Wheat,NA,Nov,Planting,Land preparation and Planting ,
Punjab,Jhang,Bindi Clan,Wheat,NA,Dec,Planting,Land preparation,
Punjab,Jhang,Bindi Clan,Rice,NA,Jan,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Feb,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Mar,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Apr,,,
Punjab,Jhang,Bindi Clan,Rice,NA,May,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Jun,Growing,Weed and Pest management and Irrigation,Need review of this
Punjab,Jhang,Bindi Clan,Rice,NA,Jul,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Bindi Clan,Rice,NA,Aug,Harvesting,"Weed and Pest management, Irrigation and Harvesting",
Punjab,Jhang,Bindi Clan,Rice,NA,Sep,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Oct,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Nov,,,
Punjab,Jhang,Bindi Clan,Rice,NA,Dec,,,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Jan,Harvesting,Harvesting,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Feb,Planting,Land preparation,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Mar,Growing,Weed management,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Apr,Growing,Weed and Pest management,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,May,Growing,Weed and Pest management,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Jun,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Jul,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Aug,Growing,,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Sep,Growing,Land preparation and Transplanting,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Oct,Growing,,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Jhang,Bindi Clan,Sugarcane,NA,Dec,Harvesting,Harvesting,
Punjab,Jhang,Bindi Clan,Fodder,NA,Jan,Planting,Land preparation,
Punjab,Jhang,Bindi Clan,Fodder,NA,Feb,Growing,,
Punjab,Jhang,Bindi Clan,Fodder,NA,Mar,Growing,,
Punjab,Jhang,Bindi Clan,Fodder,NA,Apr,Growing,,
Punjab,Jhang,Bindi Clan,Fodder,NA,May,Growing and Harvesting,"Pest management, Irrigation and First cutting",
Punjab,Jhang,Bindi Clan,Fodder,NA,Jun,Growing,Irrigation,
Punjab,Jhang,Bindi Clan,Fodder,NA,Jul,Growing,Irrigation and Second cutting,
Punjab,Jhang,Bindi Clan,Fodder,NA,Aug,Growing,Irrgation and Third cutting,
Punjab,Jhang,Bindi Clan,Fodder,NA,Sep,Planting ,Land preparation,
Punjab,Jhang,Bindi Clan,Fodder,NA,Oct,,,
Punjab,Jhang,Bindi Clan,Fodder,NA,Nov,,,
Punjab,Jhang,Bindi Clan,Fodder,NA,Dec,,,
Punjab,Jhang,Bindi Clan,Maize,NA,Jan,Planting,Land preparation and Planting,
Punjab,Jhang,Bindi Clan,Maize,NA,Feb,Growing,Weed and Pest management,
Punjab,Jhang,Bindi Clan,Maize,NA,Mar,Harvesting ,Harvesting ,
Punjab,Jhang,Bindi Clan,Maize,NA,Apr,Harvesting ,Harvesting ,
Punjab,Jhang,Bindi Clan,Maize,NA,May,,,
Punjab,Jhang,Bindi Clan,Maize,NA,Jun,,,
Punjab,Jhang,Bindi Clan,Maize,NA,Jul,,,
Punjab,Jhang,Bindi Clan,Maize,NA,Aug,,,
Punjab,Jhang,Bindi Clan,Maize,NA,Sep,Planting,Land preparation and Pest management,
Punjab,Jhang,Bindi Clan,Maize,NA,Oct,Growing,Pest and Weed management,
Punjab,Jhang,Bindi Clan,Maize,NA,Nov,Growing,Pest and Weed management,
Punjab,Jhang,Bindi Clan,Maize,NA,Dec,Harvesting,Harvesting,
Punjab,Jhang,Hassan Wala,Wheat,NA,Jan,Growing,Weed management,"Need to reveiw this, quite similar as the above two CSVs from Jhang"
Punjab,Jhang,Hassan Wala,Wheat,NA,Feb,Growing,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Mar,Growing,Weed and Pest management,
Punjab,Jhang,Hassan Wala,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Jhang,Hassan Wala,Wheat,NA,May,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Jun,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Jul,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Aug,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Sep,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Oct,,,
Punjab,Jhang,Hassan Wala,Wheat,NA,Nov,Planting,Land preparation and Planting ,
Punjab,Jhang,Hassan Wala,Wheat,NA,Dec,Planting,Land preparation,
Punjab,Jhang,Hassan Wala,Rice,NA,Jan,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Feb,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Mar,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Apr,,,
Punjab,Jhang,Hassan Wala,Rice,NA,May,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Jun,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Hassan Wala,Rice,NA,Jul,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Hassan Wala,Rice,NA,Aug,Harvesting,"Weed and Pest management, Irrigation and Harvesting",
Punjab,Jhang,Hassan Wala,Rice,NA,Sep,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Oct,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Nov,,,
Punjab,Jhang,Hassan Wala,Rice,NA,Dec,,,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Jan,Harvesting,Harvesting,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Feb,Planting,Land preparation,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Mar,Growing,Weed management,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Apr,Growing,Weed and Pest management,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,May,Growing,Weed and Pest management,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Jun,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Jul,Growing,Weed and Pest management and Irrigation,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Aug,Growing,,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Sep,Growing,Land preparation and Transplanting,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Oct,Growing,,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Jhang,Hassan Wala,Sugarcane,NA,Dec,Harvesting,Harvesting,
Punjab,Jhang,Hassan Wala,Fodder,NA,Jan,Planting,Land preparation,
Punjab,Jhang,Hassan Wala,Fodder,NA,Feb,Growing,,
Punjab,Jhang,Hassan Wala,Fodder,NA,Mar,Growing,,
Punjab,Jhang,Hassan Wala,Fodder,NA,Apr,Growing,,
Punjab,Jhang,Hassan Wala,Fodder,NA,May,Growing and Harvesting,"Pest management, Irrigation and First cutting",
Punjab,Jhang,Hassan Wala,Fodder,NA,Jun,Growing,Irrigation,
Punjab,Jhang,Hassan Wala,Fodder,NA,Jul,Growing,Irrigation and Second cutting,
Punjab,Jhang,Hassan Wala,Fodder,NA,Aug,Growing,Irrgation and Third cutting,
Punjab,Jhang,Hassan Wala,Fodder,NA,Sep,Planting ,Land preparation,
Punjab,Jhang,Hassan Wala,Fodder,NA,Oct,,,
Punjab,Jhang,Hassan Wala,Fodder,NA,Nov,,,
Punjab,Jhang,Hassan Wala,Fodder,NA,Dec,,,
Punjab,Jhang,Hassan Wala,Maize,NA,Jan,Planting,Land preparation and Planting,
Punjab,Jhang,Hassan Wala,Maize,NA,Feb,Growing,Weed and Pest management,
Punjab,Jhang,Hassan Wala,Maize,NA,Mar,Harvesting ,Harvesting ,
Punjab,Jhang,Hassan Wala,Maize,NA,Apr,Harvesting ,Harvesting ,
Punjab,Jhang,Hassan Wala,Maize,NA,May,,,
Punjab,Jhang,Hassan Wala,Maize,NA,Jun,,,
Punjab,Jhang,Hassan Wala,Maize,NA,Jul,,,
Punjab,Jhang,Hassan Wala,Maize,NA,Aug,,,
Punjab,Jhang,Hassan Wala,Maize,NA,Sep,Planting,Land preparation and Pest management,
Punjab,Jhang,Hassan Wala,Maize,NA,Oct,Growing,Pest and Weed management,
Punjab,Jhang,Hassan Wala,Maize,NA,Nov,Growing,Pest and Weed management,
Punjab,Jhang,Hassan Wala,Maize,NA,Dec,Harvesting,Harvesting,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Jan,,,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Feb,,,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Mar,,,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Apr,Planting,Land preparation,
Sindh,Ghotki,Daim Chachar,Cotton,NA,May,Planting,Planting and Weed management,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Jun,Growing,"Planting, Herbicide application and Weed management",
Sindh,Ghotki,Daim Chachar,Cotton,NA,Jul,Growing,"Pest management, Pesticide application, Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Cotton,NA,Aug,Growing,"Pesticide and Fertiliser application, and Irrigation ",
Sindh,Ghotki,Daim Chachar,Cotton,NA,Sep,Growing,Pesticide application and Irrigation,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Oct,Harvesting,"Pesticide application, Irrigation and Harvesting",
Sindh,Ghotki,Daim Chachar,Cotton,NA,Nov,Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Daim Chachar,Cotton,NA,Dec,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Jan,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Wheat,NA,Feb,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Ghotki,Daim Chachar,Wheat,NA,May,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Jun,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Jul,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Aug,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Sep,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Oct,,,
Sindh,Ghotki,Daim Chachar,Wheat,NA,Nov,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Wheat,NA,Dec,Planting/ Growing,"Land preparation, Planting, Fertiliser & Herbicide application and Irrigation",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Jan,Planting,Land preparation,
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Feb,Growing,"Planting, Weed management, Fertiliser application, and Irrigation",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Mar,Growing,Herbicide and Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Apr,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,May,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Jun,Planting,Land preparation and Planting,
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Jul,Growing,"Planting, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Aug,Growing and Harvesting,"Weed management, Herbicide and Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Sep,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Oct,,,
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Nov,,,
Sindh,Ghotki,Daim Chachar,Vegetables,NA,Dec,,,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Jan,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Feb,Harvesting,Harvesting,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Mar,,,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Apr,,,
Sindh,Ghotki,Daim Chachar,Fodder,NA,May,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Fodder,NA,Jun,Planting and Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Fodder,NA,Jul,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Aug,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Sep,Planting,Land preparation,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Oct,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Fodder,NA,Nov,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Fodder,NA,Dec,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Jan,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Feb,Growing,Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Apr,Growing,Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,May,Planting,"Land preparation, Transplanting, Fertiliser application and Irrigation",
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Jun,Growing,Herbicide and Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Jul,Growing,Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Aug,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Sep,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Oct,Growing,Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Nov,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Daim Chachar,Color Grass,NA,Dec,,,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Jan,,,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Feb,,,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Mar,,,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Apr,Planting,Land preparation,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,May,Planting,Planting and Weed management,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Jun,Growing,"Planting, Herbicide application and Weed management",
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Jul,Growing,"Pest management, Pesticide application, Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Aug,Growing,"Pesticide and Fertiliser application, and Irrigation ",
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Sep,Growing,Pesticide application and Irrigation,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Oct,Harvesting,"Pesticide application, Irrigation and Harvesting",
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Nov,Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Cotton,NA,Dec,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Jan,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Feb,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,May,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Jun,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Jul,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Aug,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Sep,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Oct,,,
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Nov,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Wheat,NA,Dec,Planting/ Growing,"Land preparation, Planting, Fertiliser & Herbicide application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Jan,Planting,Land preparation,
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Feb,Growing,"Planting, Weed management, Fertiliser application, and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Mar,Growing,Herbicide and Fertiliser application and Irrigation,
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Apr,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,May,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Jun,Planting,Land preparation and Planting,
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Jul,Growing,"Planting, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Aug,Growing and Harvesting,"Weed management, Herbicide and Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Sep,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Oct,,,
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Nov,,,
Sindh,Ghotki,Mazar Khan Malik,Vegetables,NA,Dec,,,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Jan,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Feb,Harvesting,Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Mar,,,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Apr,,,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,May,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Jun,Planting and Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Jul,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Aug,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Sep,Planting,Land preparation,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Oct,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Nov,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Mazar Khan Malik,Fodder,NA,Dec,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Jan,,,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Feb,,,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Mar,,,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Apr,Planting,Land preparation,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,May,Planting,Planting and Weed management,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Jun,Growing,"Planting, Herbicide application and Weed management",
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Jul,Growing,"Pest management, Pesticide application, Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Aug,Growing,"Pesticide and Fertiliser application, and Irrigation ",
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Sep,Growing,Pesticide application and Irrigation,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Oct,Harvesting,"Pesticide application, Irrigation and Harvesting",
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Nov,Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Cotton,NA,Dec,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Jan,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Feb,Growing,"Weed management, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,May,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Jun,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Jul,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Aug,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Sep,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Oct,,,
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Nov,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Wheat,NA,Dec,Planting/ Growing,"Land preparation, Planting, Fertiliser & Herbicide application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Jan,Planting,Land preparation,
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Feb,Growing,"Planting, Weed management, Fertiliser application, and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Mar,Growing,Herbicide and Fertiliser application and Irrigation,
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Apr,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,May,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Jun,Planting,Land preparation and Planting,
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Jul,Growing,"Planting, Herbicide and Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Aug,Growing and Harvesting,"Weed management, Herbicide and Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Sep,Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Oct,,,
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Nov,,,
Sindh,Ghotki,Haji Qaiser Khan,Vegetables,NA,Dec,,,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Jan,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Feb,Harvesting,Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Mar,,,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Apr,,,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,May,Planting,"Land preparation, Planting, Fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Jun,Planting and Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Jul,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Aug,Havesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Sep,Planting,Land preparation,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Oct,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Nov,Growing,Fertiliser application and Irrigation,
Sindh,Ghotki,Haji Qaiser Khan,Fodder,NA,Dec,Growing/ Harvesting,Irrigation and Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Jan,Planting,Land preparation,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Feb,Planting/ Growing,"Planting, Weed management and Fertiliser application",
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Mar,Planting/ Growing,"Planting, Weed management and Fertiliser application, and Irrigation",
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Apr,Growing,Weed management and Irrigation,
